@id,@type,name,amenity,healthcare,addr:city,addr:street,addr:postcode,phone,website,@lat,@lon
4226538948,node,Elsabe,doctors,doctor,,Loerie Street,0167,,,-25.7321373,28.3205256
4258245226,node,Matthew Goniwe Clinic,clinic,clinic,Cape Town,Khwahlaza Street,7784,,,-34.0441705,18.7057411
4258245245,node,Kuyasa Clinic,clinic,clinic,"Plot 11112, Thembalethu",Ntlazane Road,6536,,,-34.0558864,18.6894179
4258245247,node,Site B Youth Clinic,clinic,clinic,"C/o Sulani & Sulani Street, Site B (Base) Khayelitsha, Cape Town",,,,,-34.0294362,18.6655076
4258245248,node,Site B Community Health Clinic,clinic,clinic,"C/o Sulani & Sulani Street, Site B (Base) Khayelitsha, Cape Town",Lwandle Road,7784,,,-34.0281877,18.6655032
4258245249,node,Wellness Hub 1,clinic,clinic,,,,,,-34.0171862,18.6653318
4258245250,node,Nolungile Community Health Clinic,clinic,,"Khayelitsha, Western Cape",Nyakenye Street,,,,-34.0134603,18.6504012
4258245251,node,Site C Youth Clinic,clinic,clinic,Khayelitsha,Nyakenye Street,7784,,,-34.0135629,18.6499500
4258245252,node,Site B Male Clinic,clinic,clinic,"Khayelitsha, Cape Town",Sulani Drive,7784,+27 21 824 2773,,-34.0264014,18.6660541
4258263795,node,Zakhele Clinic,clinic,clinic,,,,,,-34.0413602,18.6594467
4258263796,node,Mayenzeke Clinic,clinic,clinic,"Makaza, City of Cape Town",Fundana Street,7784,,,-34.0521372,18.7019955
4258263797,node,Wellness Hub 2,clinic,,,,,,,-34.0066588,18.6437456
4258276567,node,Kuyasa Male Clinic,clinic,clinic,Khayelitsha,Walter Sisulu Road,,+27 21 444 6939,,-34.0543245,18.6939032
4258276568,node,ANOVA Health Institute Male Clinic,clinic,,,,,,,-34.0151185,18.6494120
4258324001,node,Lizo Nobanda TB Centre,clinic,,,,,,,-34.0542010,18.6666420
4277205575,node,,pharmacy,,,,,,,-26.6880801,25.4573767
4277205581,node,,pharmacy,pharmacy,,,,,,-26.6903921,25.4569631
4278281518,node,,pharmacy,pharmacy,,,,,,-27.4631769,23.4376031
4280742174,node,,pharmacy,,,,,,,-28.7118427,20.9806713
4306300191,node,Clicks,pharmacy,pharmacy,,,,,,-26.2683753,28.2250500
4340762890,node,Therapy in Action Somerset West,clinic,clinic,Somerset West,Sir Lowry's Pass Road,7130,+27 21 852 7711,,-34.0932880,18.8610260
4349376695,node,Dr B M Sher,dentist,dentist,,Ashstead Road,8005,+27214344521,http://www.mydentist.co.za,-33.9086572,18.4106385
4412167061,node,Modjadji Pharmacy,pharmacy,,,,,,,-23.6967285,30.1392314
4416471791,node,Clínica Body & Face,clinic,,,Alie van Bergen street,,,,-25.3288610,31.0126450
4455193615,node,Clicks,pharmacy,,,,,,,-33.9809151,25.5590397
4459130297,node,Dentist,dentist,,,,,+27 21 975 0462,,-33.8362210,18.6758432
4459130299,node,,pharmacy,,,,,,,-33.8362047,18.6751262
4459272689,node,Panorama Pharmacy,pharmacy,,,,,+2721 930 2916,,-33.8835026,18.5819746
4459639079,node,,pharmacy,pharmacy,,,,,,-33.9081228,18.5773124
4460089860,node,Clicks,pharmacy,,,,,,,-33.8324428,18.6854286
4460411690,node,Wesfleur Private Clinic,clinic,clinic,Cape Town,Wesfleur Circle,,,,-33.5652585,18.4942037
4466001107,node,Durbell Pharmacy,pharmacy,pharmacy,,,,,,-33.8760580,18.5760805
4466979811,node,Dana Bay Dentists,dentist,dentist,Mossel Bay,Malva Road,,+27 44 698 1274,,-34.1930210,22.0510168
4468809320,node,Basil Adriaanse Physiotherapy,,physiotherapist,,,,,http://www.baphysiotherapy.co.za,-33.9014657,18.6251407
4468809321,node,Better Smiles Dental Surgery,dentist,,,,,,,-33.9016147,18.6251670
4468809323,node,Dr Chris Steytler,doctors,,Cape Town,Voortrekker Road,7530,+2721 948 0857,,-33.9017036,18.6254257
4468809324,node,Dr Erica Cilliers,doctors,,Cape Town,Voortrekker Road,7530,+2721 948 0857,,-33.9017240,18.6254265
4468809325,node,Dr Frans van Eetveldt,doctors,,Cape Town,Voortrekker Road,7530,+2721 948 0857,,-33.9017442,18.6254267
4468809328,node,Physiotherapy & Rehabilitation,,physiotherapist,,,,,,-33.9016089,18.6254038
4470664994,node,Doctors Surgery,doctors,doctor,Cape Town,Frans Conradie Drive,7560,,,-33.8783761,18.6789922
4471891755,node,Dentist,dentist,dentist,,,,,,-33.8146903,18.6739480
4471891756,node,Doctor,doctors,doctor,,Brackenfell Boulevard,,+2721 824 2220,,-33.8147006,18.6739732
4493934980,node,Durbell Pharmacy,pharmacy,pharmacy,,,,,,-33.8395239,18.6955871
4494439870,node,Dr. P.E. Beyers,dentist,,,,,,,-33.8833891,18.5821045
4494439871,node,General Practitioners,doctors,,,,,+2721 930 2477,,-33.8834186,18.5818788
4508111828,node,Beaconsfield Clinic,clinic,clinic,Beaconsfield,Rectory Road,8301,,,-28.7580236,24.7840425
4508122582,node,Betty Gaetsewe Clinic,clinic,clinic,Kimberly,Matanzima Street,8345,,,-28.7118469,24.7159152
4509683340,node,Blood Donation Centre,,blood_donation,,,,,http://www.wpblood.org.za,-33.8908138,18.5610656
4509683342,node,Pharmacy City,pharmacy,pharmacy,,,,,,-33.8908367,18.5609068
4523531001,node,Pharmacy Spar,pharmacy,,,,,,,-33.8159864,18.6953047
4526215329,node,De Beershoogte Clinic,clinic,clinic,Barkly West,Plataan Street,,,,-28.5326519,24.5142069
4526223063,node,Delportshoop Clinic,clinic,clinic,"Delportshoop, Frances Baard District Municipality, Northern Cape 8377",Hanekom Street,8377,,,-28.4198315,24.3125372
4526237317,node,Dr Winston Torres Clinic,clinic,clinic,"Kimberly,Northern Cape",Raven Street,8309,,,-28.6627644,24.7156493
4526252142,node,Florianville (Floors) Clinic,clinic,clinic,,Stokroos Street,,,,-28.7227292,24.7585338
4533348620,node,Ganspan Clinic,clinic,,,Gert Lubbe Street,,,,-27.9738830,24.7674176
4533949614,node,Greenpoint Clinic,clinic,clinic,"Kimberley, Northern Cape",Dutch Reform Street,,,,-28.7778996,24.7712142
4533980461,node,Pholong Clinic,clinic,clinic,Warrenton,Main Road,8530,,,-28.1280817,24.8524533
4551888991,node,Harmony Retreat (Addiction Rehabilitation),clinic,clinic,Greytown,Stanger Road,3250,+27334172227,https://www.harmonyretreat.co.za/,-29.0624427,30.7045970
4566713977,node,Dis-Chem,pharmacy,pharmacy,,,,,,-33.8914571,18.5555117
4573728080,node,Alpha Pharm Broadway Pharmacy,pharmacy,,,,,,,-33.8937065,18.6145360
4577335002,node,Southbroom Pharmacy,pharmacy,,,,,,,-30.9143110,30.3237858
4597702241,node,Quenets Pharmacy,pharmacy,pharmacy,,,,,,-33.6433854,19.4461191
4630670268,node,Cloetesville Community Health Clinic,clinic,clinic,Stellenbosch,Long Street,,+27 21 883 2676,,-33.9115114,18.8548978
4635208954,node,Dr Wentley,doctors,doctor,,,,+27 21 887 9320,,-33.9232772,18.8788399
4637074481,node,Langenhoven Park Clinic,clinic,clinic,Bloemfontein,,9301,+27 51 446 3756,,-29.0977812,26.1559558
4638827987,node,Hillary Pharmacy,pharmacy,pharmacy,,,,,,-29.8891683,30.9333151
4646674893,node,Jean Hamilton Office,dentist,,,,,,,-26.1115141,28.2349501
4667356689,node,Kgotsong Clinic,clinic,clinic,Welkom,Maile Street,,,,-27.3902466,26.6442201
4678474993,node,Kmaile Clinic,clinic,clinic,,,,,,-27.3836892,26.6579544
4782410921,node,Madibeng Pharmacy,pharmacy,pharmacy,,,,,,-25.6396098,27.7851908
4791315428,node,Itumeleng Clinic,clinic,clinic,Mogale City,Cnr Magaliesburg & Brits Street,,+27 14 576 1019,,-29.2853520,26.7193233
4791672978,node,Clicks,pharmacy,,,,,,,-33.6320346,19.4353942
4791897994,node,,doctors,,,,,,,-33.6447883,19.4508029
4803384806,node,Molefi Tau Clinic,clinic,clinic,"Botshabelo, Free State",Simon Moletsane Senior Street,,+27 51 533 0315,,-29.2112124,26.7191545
4813355199,node,Maletsatsi Mabaso Clinic,clinic,clinic,,,,,,-29.2548006,26.7320029
4815448467,node,DA Maleho Clinic,clinic,clinic,"Phahameng, Bultfontein",Kopanang Street,9670,,,-28.3063631,26.1411501
4815762860,node,Kempark Pharmacy,pharmacy,,,,,,,-34.0115373,18.4786286
4843875750,node,Main Street Pharmacy,pharmacy,pharmacy,,Main Street,,,,-34.0551984,23.3725215
4847417439,node,Westgate Pharmacy,pharmacy,pharmacy,,,,,,-34.0413250,18.5855735
4873768524,node,Clicks,pharmacy,,,,,,https://www.clicks.co.za/,-25.6595658,28.2437201
4931273871,node,Stapelberg Orthodontics,dentist,dentist,,Van Wijk Street,,+27 13 744 1115; +27 13 744 1116,,-25.4959738,30.9902109
4932427708,node,Daniel Ngatane Clinic,clinic,clinic,"Botshabelo,Free State",Setumo Phakoe Road,,+27 51 304 3209,,-29.2207299,26.6705272
4942117881,node,The Eye Gallery Optometrist,,optometrist,,,,,,-26.1454344,28.0284936
4943290795,node,THINK SITE CLINIC- Adherence Module,hospital,,,,,,,-30.0716560,30.8691749
4963687818,node,Jazzman Mokhothu Clinic,clinic,clinic,,,,,,-29.2573907,26.7142141
4963708148,node,Pule Sefatsa Clinic,clinic,clinic,,,,,,-29.2612261,26.6910590
4977689162,node,Dr. Du Toit,dentist,dentist,Grahamstown,Milner Street,6139,+27 46 622 4258,,-33.3038257,26.5208702
4980050597,node,Medifam Family Medical Centre,pharmacy,pharmacy,,,,,,-26.1001573,28.0664266
4980501239,node,Clicks,pharmacy,pharmacy,Johannesburg,Oxford Road,2196,,,-26.1447122,28.0434135
4982491408,node,V Shumane Clinic,clinic,clinic,Grahamstown,T Street,6139,+27 46 603 6077,,-33.2961952,26.5464206
5001917831,node,Dis-Chem,pharmacy,pharmacy,,,,+27 11 390 3527; +27 82 782 6941,,-26.1333898,28.2322037
5006535722,node,Western Cape Blood Service (George Regional Office),clinic,clinic,"The Medical Centre, Courtenay Street, George",,6530,,,-33.9566541,22.4614950
5017711082,node,Medicross Private Hospital,clinic,clinic,Parow,McIntyre Road,7500,,,-33.9046668,18.5886423
5019831922,node,Dental Laboratory,doctors,,,,,,,-26.8566256,26.6681803
5019862721,node,De Witts Dentist,dentist,dentist,,,,,,-27.3925114,26.6186279
5023419103,node,,dentist,,,,,,,-30.8625649,30.3618707
5043189525,node,Sundumbili Community Health Centre,clinic,clinic,Mandeni,Msomuhle Road,4490,,,-29.1362363,31.4006882
5100669423,node,Dr Jacques Malan Inc.,doctors,,Bryanston,Chesham Road,2191,+27 11 462 7915,https://www.drjacquesmalan.com,-26.0624558,27.9941908
5115705335,node,Dis-Chem Pharmacy,pharmacy,pharmacy,,,,,,-33.9879178,22.5019151
5146833453,node,,pharmacy,,,,,,,-23.6870421,27.7020733
5257373097,node,Waterfront Pharmacy,pharmacy,pharmacy,Cape Town,Breakwater Lane,8002,,,-33.9033175,18.4209687
5265654403,node,Red Hill Clinic,clinic,clinic,"Red Hill, Durban",Firwood Road,4051,,,-29.7780055,31.0201113
5289226621,node,Lakeside Pharmacy,pharmacy,pharmacy,,,,,,-34.0862589,18.4572854
5289668004,node,Clicks,pharmacy,pharmacy,,,,,,-26.0223648,28.0886138
5291611778,node,Gold Reef City Theme Park - Clinic,clinic,clinic,Ormonde,"14 Shaft Avenue,",2091,+27 11 248 6843,,-26.2355282,28.0146106
5310623122,node,Dwarsloop Community Clinic,clinic,clinic,,Dwarsloop Phase 2,,,,-24.7916764,31.0891034
5317947643,node,Breipaal Cinic,clinic,clinic,Douglas,Cnr Lily Ave and Rose Street,8730,,,-29.0457187,23.7656637
5320274821,node,Clicks,pharmacy,pharmacy,,,,,,-34.4200868,19.2389873
5346616130,node,Pharmacy at Spar,pharmacy,pharmacy,,,,,,-26.0778423,27.9462008
5346985750,node,Becker & Bekker Optometrist,,optometrist,,,,,,-26.0774579,27.9461134
5353883022,node,?,doctors,,,,,,,-24.4036554,31.9532123
5367966485,node,Thabazimbi Public Hospital,hospital,hospital,"Thabazimbi,Limpopo",Hospital Street,0387,+27 14 777 7000,,-24.5898447,27.3925016
5380015800,node,Clicks,pharmacy,pharmacy,,,,,,-26.0938487,27.9407882
5393409565,node,Clicks,pharmacy,pharmacy,Wolmaransstad,Kruger Street,2630,,https://clicks.co.za/store/WOLMARANSSTAD/1867,-27.1994066,25.9845545
5394258870,node,Wollies Pharmacy,pharmacy,pharmacy,Wolmaransstad,Bornman Street,2630,+27185962106,https://www.alphapharm.net/,-27.2015863,25.9842549
5395657267,node,City-Med Pharmacy,pharmacy,pharmacy,Polokwane,Jorissen Street,0699,,,-23.9069291,29.4518803
5396453923,node,Dr Q Botha - Chiropractor,doctors,,,Benurban Road,,+27 219761766,http://www.healthandspine.co.za,-33.8424653,18.6517067
5399537539,node,Dr. C.M. Alberts,doctors,doctor,Wolmaransstad,Kruger Street,2630,+27185961063,,-27.1957999,25.9767734
5412895212,node,Dr GF Blaauw,doctors,doctor,Wolmaransstad,Joubert Street,2630,+27185962990,,-27.2111573,25.9802195
5412911062,node,Dr IJ van Zyl,doctors,doctor,Wolmaransstad,Broadbent Street,2630,+27185962431,,-27.2016395,25.9840525
5422372421,node,Ivan Toms Centre for Men‘s Health,clinic,clinic,Cape Town,Portswood Road,,+27 21 447 2844,https://www.health4men.co.za/,-33.9058181,18.4150308
5451542673,node,Clicks,pharmacy,pharmacy,,,,,,-29.8586825,31.0209995
5451603112,node,Kensington Pharmacy,pharmacy,pharmacy,,,,,,-29.7849677,31.0388678
5453661039,node,,pharmacy,pharmacy,,,,,,-26.3168233,27.8293221
5475051622,node,Bio-Art Saxonworld,clinic,,,Englewold Road,,,,-26.1599046,28.0453966
5513534491,node,Ian Robertson Pharmacy,pharmacy,pharmacy,,,,,,-33.9808909,25.5795262
5526801964,node,Dis-Chem,pharmacy,pharmacy,Midrand,Karkloof Crescent,1685,+27 100030056,https://www.dischem.co.za,-26.0149936,28.1055164
5547625229,node,Molweni,clinic,clinic,,,,,,-29.7763531,30.7849627
5559448568,node,Butterfly Centre,clinic,clinic,,Sunmaid,,,,-33.7012783,19.0044999
5575540623,node,Medico Pharmacy,pharmacy,,,,,,,-26.5106906,29.2173546
5576334421,node,,,yes,,,,,,-26.5494575,27.8699523
5590769926,node,Salter Chiropractic & Pilates,clinic,clinic,Mbombela,Ferreira Service Road,1201,,,-25.4840830,30.9910170
5594697222,node,Dr Machiri,doctors,,,Brown Street,1201,,,-25.4733270,30.9742700
5636758029,node,Van Der Vyver & Partners,doctors,doctor,,,,,,-34.1496226,19.0229954
5636802321,node,Bosman,dentist,dentist,,,,,,-34.1494924,19.0234994
5657134129,node,,pharmacy,,,,,,,-26.1608697,28.1522139
5657134130,node,,pharmacy,,,,,,,-26.1574253,28.1502912
5662974513,node,Spar Pharmacy,pharmacy,pharmacy,,,,,,-30.0949080,30.8569345
5770357749,node,Dischem,pharmacy,pharmacy,Mnandi A.H.,Inkanyezi Road,0158,,,-25.8842297,28.1034420
5781677222,node,Rustenburg Pharmacy,pharmacy,pharmacy,Rondebosch,Main Road,7700,,,-33.9603182,18.4702694
5792043089,node,Alphapharm Winterton,pharmacy,pharmacy,,,,,,-28.8135527,29.5376617
5819257036,node,Apteek Ansfrere Pharmacy,pharmacy,,,Anstruther Street,,,,-26.1560469,27.8943273
5820145308,node,Montagu Apteek,pharmacy,pharmacy,Montagu,Bath Street,6720,,,-33.7859474,20.1253078
5820572454,node,Clicks,pharmacy,pharmacy,Pretoria,Madiba Street,0126,,,-25.7451264,28.1893213
5820654863,node,Doctor Ngaka Family Practitioner,doctors,doctor,,James Moroka Avenue,,,,-26.7110010,27.0965123
5824482321,node,,pharmacy,,,Marsh Road,,,,-26.2224655,27.8994061
5827146118,node,HazelMed,,centre,Pretoria,Elandlaagte Road,,,,-25.7791657,28.2570597
5828859585,node,Royal Bafokeng Platinum Clinic,clinic,clinic,,,,,,-25.4649903,27.1005415
5830089432,node,Melville Pharmacy,pharmacy,pharmacy,Johannesburg,7th Street,,,,-26.1776207,28.0085520
5830820026,node,Keen Care Pharmacy,pharmacy,,,Commissioner Street,,,,-26.2019974,28.0728411
5833335018,node,Phologo Pharmacy,pharmacy,pharmacy,Pretoria,Francis Baard Street,0002,,,-25.7485961,28.1973163
5833530727,node,,pharmacy,,,Langermann Drive,,,,-26.1892309,28.1081906
5833568351,node,Florida Medical Centre,dentist,,,Goldman Street,,,,-26.1715297,27.9098634
5833570988,node,Clicks,pharmacy,pharmacy,Pretoria,Lilian Ngoyi Street,,,,-25.7478848,28.1933580
5833570995,node,Clicks,pharmacy,pharmacy,,Thabo Sehume Street,,,,-25.7480881,28.1908066
5833888230,node,PEERMED HEALTH CENTRE,clinic,clinic;dentist;doctor;physiotherapist,Pretoria,Madiba Street,0002,+27 12 321 6317,https://www.peermed.co.za/contact-pretoria-peermed.php,-25.7450047,28.1913062
5833888258,node,Clicks,pharmacy,pharmacy,,Struben Street,,,,-25.7419546,28.1923556
5833888259,node,Green Health Pharmacy,pharmacy,pharmacy,Pretoria,Johannes Ramokhoase Street,,,,-25.7431113,28.1911921
5835787667,node,Family Practice,doctors,alternative;clinic;doctor,,W.F. Nkomo Street,,,,-25.7469607,28.1829742
5836894761,node,Fez Health Farmacy,pharmacy,pharmacy,,Machaba Street,,,,-26.2373419,27.8843502
5836997879,node,Olympia Pharmacy,pharmacy,,,Verona Street,,,,-26.2561602,28.0618159
5837198522,node,,dentist,dentist,,Anson Street,,,,-26.2472765,28.0080718
5843733567,node,MSF Mobile Clinic,,doctor,,Mew Way,,+27 213645490,,-34.0612210,18.6712866
5846502017,node,,pharmacy,,,Nelson Mandela Street,,,,-25.6707439,27.2410499
5846860959,node,Medicare Pharmacy,pharmacy,,,Birt Street,,,,-26.1487761,28.0957666
5852242560,node,The Rand Dental Suites,dentist,dentist,,,,,,-26.1855376,28.0503155
5852242561,node,The Birthing Team,doctors,doctor,,Bruce Street,,,,-26.1856303,28.0502211
5852242578,node,The Sentinel Clinic,clinic,clinic,,Twist Street,,,,-26.1878064,28.0467377
5852381371,node,Twisthill Pharmacy,pharmacy,pharmacy,,Twist Street,,,,-26.1901179,28.0471968
5854174186,node,,doctors,,,Nancy Ndamasa Street,,,,-26.0485340,28.1597661
5854174201,node,Khomanani Pharmacy,pharmacy,,,Nancy Ndamasa Street,,,,-26.0478243,28.1596287
5861927689,node,High Point Dental Clinic,dentist,dentist,,Claim Street,,+27 117919013,,-26.1892628,28.0488709
5864470511,node,Kotze Street Pharmacy,pharmacy,pharmacy,,Kotze Street,,,,-26.1899639,28.0456561
5864470512,node,Surgery,doctors,doctor,,Klein Street,,,,-26.1897355,28.0456083
5866364039,node,Surgery and Pharmacy,doctors,doctor,,Pretoria Street,,,,-26.1894715,28.0447000
5866565756,node,Joburg City Pharmacy,pharmacy,pharmacy,,Wolmarans Street,,+27 117252222,,-26.1949380,28.0447027
5866565757,node,Surgery Doctor Ngaka,doctors,doctor,,Wolmarans Street,,,,-26.1949260,28.0447885
5869548208,node,Lotus Optometrists,doctors,doctor,Johannesburg,Harrison Street,,,,-26.2053118,28.0403510
5869548215,node,Edmed Medical Practice,doctors,doctor,,De Beer Street,,+27 113391300,,-26.1931984,28.0348600
5882157222,node,Skinner Street Clinic,clinic,clinic,Pretoria,Doctor Savage Road,0084,,,-25.7330800,28.1994824
5882508466,node,Myclinic,clinic,clinic,Johannesburg,De Beer Street,,+27 11 980 6121,,-26.1923883,28.0344610
5885293614,node,Khuya Health Shop,pharmacy,,,2nd Drive,,,,-25.9967200,28.2047997
5888496981,node,,doctors,doctor,,Lilian Ngoyi Street,,,,-26.2007502,28.0437505
5888496983,node,,dentist,dentist,,Lilian Ngoyi Street,,,,-26.2007454,28.0437894
5888497389,node,Dentist,dentist,dentist,,Lilian Ngoyi Street,,,,-26.2012712,28.0392940
5888504556,node,Surgery,doctors,doctor,,Ntemi Piliso Street,,,,-26.2063688,28.0352749
5888920332,node,Jozi Pharmacy,pharmacy,pharmacy,,Ntemi Piliso Street,,,,-26.2019267,28.0351819
5889122308,node,,pharmacy,pharmacy,,Lawrence Phokanoka Drive,,,,-26.0161936,28.1973506
5900196597,node,Medicare Pharmacy,pharmacy,pharmacy,,Voortrekker Road,,,,-26.2704919,28.1218703
5901403006,node,,dentist,dentist,,,,+27 31 764 3729,,-29.7946097,30.8427582
5901403020,node,Ultralife Healthcare,,yes,,,,+27 31 764 3455;+27 72 884 1122,https://www.ultralifehealthcare.co.za/,-29.7948195,30.8421610
5901707115,node,,,yes,,,,,,-24.3212378,29.3415691
5902522030,node,Medicross Langeberg,doctors,doctor,,,,,http://www.medicross.co.za/Medical-centres/Medicross-Langeberg,-33.8390192,18.7052624
5902522031,node,,pharmacy,pharmacy,,,,,,-33.8389880,18.7053697
5907689692,node,,hospital,hospital,,,,,,-25.7042272,28.4143567
5912536653,node,,pharmacy,,,Alexandra Road,,,,-25.8620680,28.2162394
5914460253,node,Bellair Medical And Dental Center,clinic,clinic,"Glenvista, Johannesburg",Bellairs Drive,2059,,,-26.2866740,28.0570868
5917455322,node,Dis-Chem,pharmacy,pharmacy,,Dirk Opperman Street,,,,-29.1006325,26.1590485
5952482922,node,Chiropractic Clinic,clinic,clinic,"The Glens, Johannesburg",Sneeuberg Street,,,,-26.2851421,28.0544473
5952482923,node,Dental Practice,dentist,dentist,"The Glens, Johannesburg",Sneeuberg Street,,,,-26.2850583,28.0544087
5967753035,node,Kimberley Pharmacy,pharmacy,pharmacy,,Old De Beers Road,,,,-28.7386558,24.7640486
5970470549,node,Hillcrest Pharmacy,pharmacy,,,Nigel Road,,,,-26.3037103,28.4470166
5970981956,node,Pharmacy Richmond,pharmacy,pharmacy,,Sydney Street,,,,-28.7425074,24.7635148
5976105243,node,,pharmacy,,,Osborne Road,,,,-26.2527492,28.1877087
5976105244,node,,dentist,,,Osborne Road,,,,-26.2526939,28.1877020
5976105245,node,,doctors,,,Osborne Road,,,,-26.2526506,28.1876940
5979370245,node,Excel Medical Travel Clinic,clinic,clinic,Polokwane,Excelsior Street,0690,,,-23.9010741,29.4461113
5985851020,node,Pharmacy Cure-O-Pharm,pharmacy,pharmacy,Polokwane,Thabo Mbeki Street,0699,+27 15 291 1860,,-23.9092208,29.4631929
5995764394,node,Nkateko Pharmacy,pharmacy,pharmacy,Polokwane,New Era Drive,0742,,,-23.8529188,29.3777056
6003547629,node,,dentist,dentist,Bela-Bela,Potgieter Road,0480,,,-24.8875217,28.2937217
6003547630,node,,pharmacy,pharmacy,Bela-Bela,Potgieter Road,0480,,,-24.8875119,28.2937726
6003547631,node,Medical Centre,clinic,clinic,Bela-Bela,Potgieter Road,0480,,,-24.8874730,28.2937404
6004082830,node,Van Heerden,pharmacy,pharmacy,Bela-Bela,Chris Hani Way,0480,,,-24.8846846,28.2961075
6004082841,node,Doctor S.V. Naidoo,dentist,dentist,Bela-Bela,Chris Hani Way,0480,,,-24.8845660,28.2972569
6008238673,node,Khensani Medical Centre,doctors,,,Limpopo Road,,,,-24.8793838,28.3213337
6008238674,node,Bokamoso Health Pharmacy,pharmacy,,,Limpopo Road,,,,-24.8794422,28.3213954
6030386343,node,Dis-Chem Pharmacy,pharmacy,pharmacy,,Leeuwkop Road,,,,-26.0299321,28.0619117
6032720672,node,Dr. Filipovski Dental Surgeon,dentist,dentist,,7th Avenue,,+27 112682142,,-26.1447823,28.0241875
6034158138,node,Clicks,pharmacy,pharmacy,,,,,,-33.8620582,18.5032074
6041496059,node,Citrusdal Pharmacy,pharmacy,pharmacy,,Voortrekker Street,,+27229212159,,-32.5914804,19.0129138
6061825638,node,Clicks,pharmacy,pharmacy,,Da Gama Road,,,,-34.0343717,24.9302310
6064986317,node,PathCare,doctors,doctor,,Da Gama Road,,,,-34.0509816,24.9230942
6064986318,node,King's PC Clinic,clinic,,,Da Gama Road,,,,-34.0499860,24.9231827
6064986327,node,Tandarts Dentist,dentist,dentist,,Da Gama Road,,,,-34.0495104,24.9231666
6067508907,node,Rink Street Pharmacy,pharmacy,pharmacy,,Rink Street,,,,-33.9638343,25.6106611
6074242052,node,Physiotherapist,,physiotherapist,,,,,,-33.9264221,18.8777288
6074242053,node,Medical Doctor,doctors,doctor,,,,,,-33.9264132,18.8777878
6074242055,node,Stelkor Pharmacy,pharmacy,pharmacy,,,,,,-33.9263865,18.8779058
6074242056,node,Van Neel Optometrist,,optometrist,,,,,,-33.9263664,18.8779756
6074242059,node,Simonsrust Dentist,dentist,dentist,,,,,,-33.9263064,18.8781714
6154150363,node,Tarkastad Town Clinic,clinic,clinic,,,,,,-32.0099415,26.2592902
6154809789,node,Brian,doctors,,,,,,,-32.9726121,27.9061909
6183844075,node,Mopani Pharmacy,pharmacy,pharmacy,Polokwane,Market Street,0699,,,-23.9006374,29.4497401
6192357525,node,Klinicare Summerstrand,pharmacy,pharmacy,Port Elizabeth,Admiralty Way,6001,+27 41 453 5659,https://www.klinicare.co.za,-33.9977478,25.6556262
6198466932,node,Karen De Vos,,physiotherapist,Port Elizabeth,Rubin Crescent,6001,,,-33.9991982,25.6574913
6198466933,node,Lelané Oosthuysen,,physiotherapist,Port Elizabeth,Rubin Crescent,6001,,,-33.9992046,25.6574437
6200690626,node,Summerstrand Optometrists,,optometrist,,,,,,-33.9871190,25.6683412
6200727160,node,Intercare,doctors,doctor,Port Elizabeth,8th Avenue,6001,+27 41 583 2121,https://intercare.co.za/facilities/intercare-summerstrand,-33.9865972,25.6675613
6200727161,node,Dentists@Health,dentist,dentist,Port Elizabeth,8th Avenue,6001,+27 41 583 1122,http://www.mypedentist.co.za/,-33.9867707,25.6675839
6200727162,node,Velocity Health & Fitness,,yes,Port Elizabeth,8th Avenue,6001,+27 79 529 5277,,-33.9868192,25.6675402
6205096508,node,Clicks,pharmacy,pharmacy,Gordon's Bay,,,,,-34.1504127,18.8819464
6209754586,node,Pharmacy by Spar,pharmacy,,,,,,,-25.4968382,31.5061438
6213738948,node,City View Birthing Retreat,clinic,birthing_centre,Pretoria,Beckett Street,0002,+27 123430115,https://www.cityviewbirthingretreat.com,-25.7386342,28.2170778
6222629230,node,Pharma Kem,pharmacy,pharmacy,,,,,,-34.1159504,18.8294409
6238105888,node,Clicks,pharmacy,pharmacy,,,,,,-34.0422084,23.3693050
6240478616,node,Dis-Chem Pharmacy,pharmacy,pharmacy,,,,,,-34.1851788,22.1163867
6271251891,node,Masakhane Clinic,clinic,clinic,,,,,,-26.1159181,28.0905629
6271251913,node,Shanty Clinic,clinic,clinic,,,,,,-26.2289595,27.9170347
6271251914,node,Mandela Sisulu Hospital,,clinic,,,,,,-26.2353250,27.9062464
6271252312,node,Eastbank Clinic,clinic,clinic,,,,,,-26.1066460,28.1109946
6271255286,node,Dis-Chem,pharmacy,pharmacy,,,,,https://www.dischem.co.za/,-26.1970237,28.0420047
6271255292,node,Clicks,pharmacy,pharmacy,Vosloorus,Cnr Bierman Road & Brickfield Road,1425,,,-26.3432714,28.1816932
6283376530,node,,pharmacy,pharmacy,,,,,,-25.8410971,28.1853886
6290892064,node,JMK Pharmacy,pharmacy,pharmacy,,,,,,-24.8849190,28.2930100
6294968044,node,Blouberg Dental,dentist,,,Porterfield Road,,+27215573427,www.bloubergdental.co.za,-33.8177528,18.4828663
6355979853,node,Surgery Ngakeng,doctors,doctor,Senwabarwana,,0790,,,-23.2868275,29.1387172
6359378052,node,Clicks,pharmacy,pharmacy,Pretoria,Lavender Road,0002,,,-25.6849720,28.1908035
6361926879,node,Clicks,pharmacy,pharmacy,Polokwane,Market Street,0699,+27 15 297 7846,https://clicks.co.za/store/Game-Centre-Polokwane/1637?lat=-23.896478&long=29.448828,-23.8967328,29.4481954
