FacilityId,FacilityName,Province,District,SubDistrict,facility_type,ownership,latitude,longitude,address,ideal_clinic_score,ideal_clinic_category,email,contact_person,hprs_status,wbot_teams,momconnect,medicine_stock_mgmt,ccmdd_linked,registered_patients
252133,Germiston City Clinic,Gauteng Province,Ekurhuleni Metropolitan Municipality,Ekurhuleni South 1 Health sub-District,Clinic,Gov Municipality,-26.2172,28.16421,Cnr of Queen and  Cross Street Germiston,86,Gold,Petronella.Mothei@ekurhuleni.gov.za,,No,,,,No,
216251,Glenanda Clinic,Gauteng Province,City of Johannesburg Metropolitan Municipality,Johannesburg F Health sub-District,Clinic,Gov Municipality,-26.2714,28.03856,C/O Voster and Surmon Glenanda,68,Not achieved,poppymadi@joburg.org.za,,Yes,,,,Yes,
617824,Glenhavie Clinic,Gauteng Province,West Rand District Municipality,Rand West City Local Municipality,Clinic,Gov Province,-26.389781,27.616413,97 Bainskloof street Glenhavie,84,Gold,,,Yes,,,,No,
589315,Goba Clinic,Gauteng Province,Ekurhuleni Metropolitan Municipality,Ekurhuleni South 2 Health sub-District,Clinic,Gov Municipality,-26.3426,28.15161,310 Mavuso Street Goba Sec Katlehong Katlehong,90,Gold,nomaswazi@ekurhuleni.gov.za,,Yes,,,,Yes,
356533,Green Village Clinic,Gauteng Province,City of Johannesburg Metropolitan Municipality,Johannesburg D Health sub-District,Clinic,Gov Municipality,-26.2377,27.8054,2711 Nice street Dobsonville,72,Not achieved,NONEomimog@joburg.org.za,,No,,,,Yes,
238642,Greenfields Clinic,Gauteng Province,Ekurhuleni Metropolitan Municipality,Ekurhuleni South 2 Health sub-District,Clinic,Gov Municipality,-26.3949,28.128174,2396 Cnr Weeping Wattle and Wildplum Thokoza,85,Gold,nelly.magagula@ekurhuleni,,No,,,,No,
767542,Gardens Clinic,Eastern Cape Province,Chris Hani District Municipality,Enoch Mgijima Local Municipality,Clinic,Gov Province,-31.89459,26.87306,Shepstone Street Queenstown,89,Silver,NONE,,Yes,,,,Yes,
243224,Gcaleka Clinic,Eastern Cape Province,Amathole District Municipality,Mnquma Local Municipality,Clinic,Gov Province,-32.3384,28.3194,Butterworth,44,Not achieved,NONE,F.Z. MBALEKI,Yes,,,,No,
289451,Gelvandale Clinic,Eastern Cape Province,Nelson Mandela Bay Municipality,Nelson Mandela C Health sub-District,Clinic,Gov Province,-33.91652,25.54914,90 Bell Road Galvendale Galvendale,66,Not achieved,gelvandaleclinicschn@mandelametro.gov.za,,Yes,,,,Yes,
177133,Gilton Clinic,Eastern Cape Province,Amathole District Municipality,Raymond Mhlaba Local Municipality,Clinic,Gov Province,-32.6618,26.9424,Gilton location Alice,68,Not achieved,NONE,,Yes,,,,Yes,
146615,Ginsberg Clinic,Eastern Cape Province,Buffalo City Metropolitan Municipality,Buffalo City Health sub-District,Clinic,Gov Province,-32.89215,27.3854,1888 Gqaliwe King Williams Town,69,Not achieved,,,Yes,,,,Yes,
422851,Glenmore Clinic,Eastern Cape Province,Amathole District Municipality,Ngqushwa Local Municipality,Clinic,Gov Province,-33.214255,27.119061,Glenmore Village Peddie,89,Gold,,,Yes,,,,Yes,
546551,Gompo A Ndende Clinic,Eastern Cape Province,Buffalo City Metropolitan Municipality,Buffalo City Health sub-District,Clinic,Gov Province,-33.0073,27.87616,Ndende Street East London,46,Not achieved,NONE,,Yes,,,,Yes,
334524,Gompo B Jwayi Clinic,Eastern Cape Province,Buffalo City Metropolitan Municipality,Buffalo City Health sub-District,Clinic,Gov Province,-33.01673,27.85791,Zitumane Street Duncan Village,49,Not achieved,NONE,,Yes,,,,Yes,
532124,Gompo C Jabavu Clinic,Eastern Cape Province,Buffalo City Metropolitan Municipality,Buffalo City Health sub-District,Clinic,Gov Province,-33.01163,27.86386,Jabavu Street Duncan Village East London,58,Not achieved,,,No,,,,Yes,
584633,Gonubie Clinic,Eastern Cape Province,Buffalo City Metropolitan Municipality,Buffalo City Health sub-District,Clinic,Gov Province,-32.94164,28.02197,7th Street Gonubie,39,Not achieved,NONE,,Yes,,,,Yes,
618051,Goso Forest Clinic,Eastern Cape Province,Oliver Tambo District Municipality,Ingquza Hill Local Municipality,Clinic,Gov Province,-31.23319,29.37326,GOSO FOREST LUSIKISIKI,73,Silver,,,Yes,,,,Yes,
417660,Govan Mbeki Clinic,Eastern Cape Province,Nelson Mandela Bay Municipality,Nelson Mandela C Health sub-District,Clinic,Gov Province,-33.948108,25.60637,Govan Mbeki Clinic Zinyoka,71,Not achieved,govanmbekiclinicschn@mandelametro.gov.za,,Yes,,,,Yes,
543424,Gqaga Clinic,Eastern Cape Province,Chris Hani District Municipality,Engcobo Local Municipality,Clinic,Gov Province,-31.5541,28.21079,28km From Ngcobo To Mthatha R61 Left Turn To Gqaga,83,Silver,NONE,,Yes,,,,Yes,
720615,Gqaqhala Clinic,Eastern Cape Province,Joe Gqabi District Municipality,Elundini Local Municipality,Clinic,Gov Province,-31.28289,28.38747,GQAQHALA VILLAGE TSOLO,68,Not achieved,NONE,,Yes,,,,No,
350733,Gqebera CHC,Eastern Cape Province,Nelson Mandela Bay Municipality,Nelson Mandela C Health sub-District,Community Health Centre,Gov Province,-33.98614,25.58886,Vuyo Street Walmer,81,Silver,gqegeraclinicschn@mandelametro.gov.za,,Yes,,,,Yes,
331106,Gqogqora Clinic,Eastern Cape Province,Chris Hani District Municipality,Intsika Yethu Local Municipality,Clinic,Gov Province,-31.98052,27.88837,,59,Not achieved,NONE,0,Yes,,,,Yes,
809024,Gqubeni Clinic,Eastern Cape Province,Oliver Tambo District Municipality,Port St Johns Local Municipality,Clinic,Gov Province,-31.552225,29.458844,,72,Not achieved,,0,Yes,,,,Yes,
346151,Gqunqe Clinic,Eastern Cape Province,Amathole District Municipality,Mnquma Local Municipality,Clinic,Gov Province,-32.4689,28.5623,GQUNQE LOCATION CENTANE KENTANE,58,Not achieved,NONE,,Yes,,,,No,
551760,Graaff-Reinet Day Hospital,Eastern Cape Province,Sarah Baartman District Municipality,Dr Beyers Naud̩ Local Municipality,Community Health Centre,Gov Province,-32.27625,24.55465,Bree Street Graaff Reinet,69,Not achieved,cathy.koeberg@impilo.ecprov.gov.za,,Yes,,,,Yes,
308815,Gracey Clinic,Eastern Cape Province,Sarah Baartman District Municipality,Blue Crane Route Local Municipality,Clinic,Gov Province,-32.5821,25.13342,Lottery Street Pearston,72,Not achieved,NONE,,Yes,,,,Yes,
228624,Grainvalley Clinic,Eastern Cape Province,Amathole District Municipality,Mnquma Local Municipality,Clinic,Gov Province,-32.2376,28.0489,MANTUNZELENI NQAMAKWE,55,Not achieved,NONE,,Yes,,,,No,
272924,Greenfields Clinic,Eastern Cape Province,Buffalo City Metropolitan Municipality,Buffalo City Health sub-District,Clinic,Gov Province,-33.03539,27.8645,Greenfields Clinic Settlers Way East London,53,Not achieved,,,Yes,,,,Yes,
456542,Greenville Gateway Clinic,Eastern Cape Province,Alfred Nzo District Municipality,Mbizana Local Municipality,Clinic,Gov Province,-30.91965,30.09988,ETYENI ADMINISTRATIVE AREA BIZANA,72,Silver,,,Yes,,,,Yes,
236733,Grey Gateway Clinic,Eastern Cape Province,Buffalo City Metropolitan Municipality,Buffalo City Health sub-District,Clinic,Gov Province,-32.87937,27.39578,5 Lonsdale Road King Williams Town,80,Silver,,,Yes,,,,Yes,
369651,Guba Clinic,Eastern Cape Province,Chris Hani District Municipality,Emalahleni Local Municipality,Clinic,Gov Province,-31.53542,27.2793,Vukani A Indwe,64,Not achieved,NONE,,Yes,,,,Yes,
565633,Gubenxa Clinic,Eastern Cape Province,Chris Hani District Municipality,Engcobo Local Municipality,Clinic,Gov Province,-31.71746,27.82101,GUBENZA X1A NGCOBO,59,Not achieved,NONE,,Yes,,,,Yes,
276424,Gura Clinic,Eastern Cape Province,Oliver Tambo District Municipality,Mhlontlo Local Municipality,Clinic,Gov Province,-31.02666,28.84105,,75,Not achieved,NONE,GURA CLINIC,Yes,,,,Yes,
819742,Gustav Lamour Clinic,Eastern Cape Province,Nelson Mandela Bay Municipality,Nelson Mandela B Health sub-District,Clinic,Gov Province,-33.81593,25.46387,Loerie street Resoviour hills,69,Not achieved,gustaluvlamourclinic,,Yes,,,,Yes,
544024,Gwabeni Clinic,Eastern Cape Province,Amathole District Municipality,Ngqushwa Local Municipality,Clinic,Gov Province,-33.0961,26.962,Gwabeni Location Peddie,48,Not achieved,,,Yes,,,,No,
541733,Gwadana Clinic,Eastern Cape Province,Amathole District Municipality,Mbhashe Local Municipality,Clinic,Gov Province,-32.215,28.2907,Gwadana Location Idutywa,64,Not achieved,NONE,,Yes,,,,Yes,
267242,Gwadu Clinic,Eastern Cape Province,Amathole District Municipality,Mbhashe Local Municipality,Clinic,Gov Province,-32.2201,28.6681,Lowwer Gwadu Location Willowvale,76,Not achieved,NONE,,Yes,,,,Yes,
449942,Gwatyu Clinic,Eastern Cape Province,Chris Hani District Municipality,Enoch Mgijima Local Municipality,Clinic,Gov Province,-32.01694,27.31556,Gwatyu Clinic Queenstown,53,Not achieved,NONE,,Yes,,,,Yes,
513915,Gxulu Clinic,Eastern Cape Province,Amathole District Municipality,Amahlathi Local Municipality,Clinic,Gov Province,-32.646098,27.111991,Upper Gxulu Upper Gxulu Keiskammahoek,64,Not achieved,NONE,,Yes,,,,Yes,
634551,Gxwederha Clinic,Eastern Cape Province,Amathole District Municipality,Raymond Mhlaba Local Municipality,Clinic,Gov Province,-32.8416,26.78648,Jami Location Alice,88,Silver,NONE,,Yes,,,,Yes,
743515,Gemsbokspruit Clinic,Mpumalanga Province,Nkangala District Municipality,Thembisile Hani Local Municipality,Clinic,Gov Province,-25.4041,28.8755,1046 Gembokspruit KwaMhlanga,60,Not achieved,,,Yes,,,,Yes,
545415,Glenmore Clinic,Mpumalanga Province,Gert Sibande District Municipality,Chief Albert Luthuli Local Municipality,Clinic,Gov Province,-26.254,30.8519,E1264 Glenmore Elukwatini,81,Gold,,,Yes,,,,Yes,
731024,Glenthorpe Clinic,Mpumalanga Province,Ehlanzeni District Municipality,City of Mbombela Local Municipality,Clinic,Gov Province,-25.7303,30.8425,Glenthorpe Village Glenthorpe,81,Not achieved,,,Yes,,,,Yes,
976824,Glory Hill Clinic,Mpumalanga Province,Ehlanzeni District Municipality,Thaba Chweu Local Municipality,Clinic,Gov Province,-24.939975,30.839546,Ranky Rabit GRASKOP,68,Not achieved,NONE,,Yes,,,,Yes,
810151,Goederede Clinic,Mpumalanga Province,Nkangala District Municipality,Thembisile Hani Local Municipality,Clinic,Gov Province,-25.3075,29.0744,"Suncity B Stee Nkoma, stand No 1414",39,Not achieved,,Ndlaleni Johannah Mnisi,Yes,,,,Yes,
257724,Gottenburg Clinic,Mpumalanga Province,Ehlanzeni District Municipality,Bushbuckridge Local Municipality,Clinic,Gov Province,-24.6364,31.4105,Hluvukani,52,Not achieved,,0,Yes,,,,Yes,
887324,Greenside CHC,Mpumalanga Province,Nkangala District Municipality,Dr JS Moroka Local Municipality,Community Health Centre,Gov Province,-25.003308,28.729622,Ga-Maria,73,Not achieved,,Diepo Adel Mokoape,Yes,,,,Yes,
178442,Greylingstad Clinic,Mpumalanga Province,Gert Sibande District Municipality,Dipaleseng Local Municipality,Clinic,Gov Province,-26.7462,28.7493,600 Main Street Greylingstad,75,Not achieved,NONE,,Yes,,,,Yes,
262051,Grootvlei CHC,Mpumalanga Province,Gert Sibande District Municipality,Dipaleseng Local Municipality,Community Health Centre,Gov Province,-26.8042,28.5023,Sprincol Road Groootvlei Grootvlei,90,Platinum,NONE,,Yes,,,,Yes,
439824,Gutshwa Clinic,Mpumalanga Province,Ehlanzeni District Municipality,City of Mbombela Local Municipality,Clinic,Gov Province,-25.3092,31.1517,Juluilani Street Kabokweni,66,Not achieved,winnifred@ovi.com,,Yes,,,,Yes,
356451,Motlatla Clinic,North West Province,Ngaka Modiri Molema District Municipality,Ditsobotla Local Municipality,Clinic,Gov Province,-26.072552,26.57692,KR8/2 Ga Motlala Lichtenberg,81,Silver,,,Yes,,,,Yes,
226715,Ga-Motla Clinic,North West Province,Bojanala Platinum District Municipality,Moretele Local Municipality,Clinic,Gov Province,-25.6173,27.9441,Sekoleng street Hammanskraal,71,Not achieved,,,Yes,,,,Yes,
251624,Ganalaagte Clinic,North West Province,Ngaka Modiri Molema District Municipality,Tswaing Local Municipality,Clinic,Gov Province,-26.4711,25.5367,General Delarey street Delareyville,62,Not achieved,NONE,,Yes,,,,Yes,
861660,Ganyesa CHC,North West Province,Dr Ruth Segomotsi Mompati District Municipality,Kagisano-Molopo Local Municipality,Community Health Centre,Gov Province,-26.586669,24.176721,Chief Block Section Ganyesa,68,Not achieved,NONE,,Yes,,,,Yes,
840733,Gelukspan Gateway Clinic,North West Province,Ngaka Modiri Molema District Municipality,Mahikeng Local Municipality,Clinic,Gov Province,-25.859421,25.65272,Gelukspan Hospital Radithulo,27,Not achieved,,,Yes,,,,Yes,
145415,Glaudina Clinic,North West Province,Dr Ruth Segomotsi Mompati District Municipality,Mamusa Local Municipality,Clinic,Gov Province,-27.041156,25.621136,380 Glaudinia Schweizer Reneke Schweizer Reneke,81,Silver,,,Yes,,,,Yes,
323551,Goedgevonden Clinic,North West Province,Dr Kenneth Kaunda District Municipality,JB Marks Local Municipality,Clinic,Gov Province,-26.15957,26.89828,Goedgevonden,88,Silver,,K.S Madikwane,Yes,,,,Yes,
468551,Gopane Clinic,North West Province,Ngaka Modiri Molema District Municipality,Ramotshere Moiloa Local Municipality,Clinic,Gov Province,-25.3181,25.7955,,69,Not achieved,,Kgaugelo Mogordse,Yes,,,,Yes,
521706,Grace Mokgomo CHC,North West Province,Dr Kenneth Kaunda District Municipality,City of Matlosana Local Municipality,Community Health Centre,Gov Province,-26.95584,26.63554,Katleho and khumalo corner street Orkney,86,Gold,NONE,,Yes,,,,Yes,
637051,Groot Marico Clinic,North West Province,Ngaka Modiri Molema District Municipality,Ramotshere Moiloa Local Municipality,Clinic,Gov Province,-25.5997,26.4191,12 Voortrekker str GrootMarico Zeerust,74,Not achieved,NONE,,Yes,,,,Yes,
762642,Gansbaai Clinic,Western Cape Province,Overberg District Municipality,Overstrand Local Municipality,Clinic,Gov Province,-34.5898,19.351,Hoofstraat Gansbaai Gansbaai,83,Silver,dsjacobs@pgwc.gov.za,,No,,,,No,
781151,Genadendal Clinic,Western Cape Province,Overberg District Municipality,Theewaterskloof Local Municipality,Clinic,Gov Province,-34.0368,19.56083,Strydom Laan Genadendal Genadendal,71,Not achieved,loscholtz@pgwc.gov.za,,No,,,,No,
847551,George Central Clinic,Western Cape Province,Eden District Municipality,George Local Municipality,Clinic,Gov Province,-33.9608,22.45361,P.O Box 3737 George Industria 6530,57,Not achieved,,,No,,,,No,
563315,Gouda Clinic,Western Cape Province,Cape Winelands District Municipality,Drakenstein Local Municipality,Clinic,Gov Province,-33.2927,19.04583,Roos Straat Gouda Gouda,71,Not achieved,NONE,,No,,,,No,
181515,Graafwater Clinic,Western Cape Province,West Coast District Municipality,Cederberg Local Municipality,Clinic,Gov Province,-32.1594,18.60556,Ceder Street Graafwater,84,Not achieved,iphipsol@pgwc.gov.co.za,,No,,,,No,
869333,Great Brak River Clinic,Western Cape Province,Eden District Municipality,Mossel Bay Local Municipality,Clinic,Gov Province,-34.0401,22.22242,Charles street Greatbrak,0,0,NONE,,No,,,,No,
216015,Groendal Clinic,Western Cape Province,Cape Winelands District Municipality,Stellenbosch Local Municipality,Clinic,Gov Province,-33.8949,19.10111,Stiebeuer Street Groendal,85,Silver,,,No,,,,No,
147733,Guguletu CHC,Western Cape Province,City of Cape Town Metropolitan Municipality,Klipfontein Health sub-District,Community Health Centre,Gov Province,-33.9891,18.57238,Corner ny 78 NY3 Gugulethu 7750 Gugulethu,88,Gold,N Mabusel.pgwc.gov.za,,No,,,,No,
504006,Guguletu Clinic,Western Cape Province,City of Cape Town Metropolitan Municipality,Klipfontein Health sub-District,Clinic,Gov Municipality,-33.9873,18.56582,CNR Hanlyn Walk+Hanover Park Avenue,81,Silver,,,No,,,,No,
263506,Gamalakhe CHC,KwaZulu-Natal Province,Ugu District Municipality,Ray Nkonyeni Local Municipality,Community Health Centre,Gov Province,-30.810667,30.333604,Rev Sithole Street Gamalakhe,88,Gold,gamalakhe.clinic@kznhealth.gov.za,,Yes,,,,Yes,
763724,Gcilima Clinic,KwaZulu-Natal Province,Ugu District Municipality,Ray Nkonyeni Local Municipality,Clinic,Gov Province,-30.9104,30.2453,Gcilima Location Port Shepstone,95,Platinum,,,Yes,,,,Yes,
247342,Gcinalishone Clinic,KwaZulu-Natal Province,Uthukela District Municipality,Alfred Duma Local Municipality,Clinic,Gov Province,-28.688,30.1342,Mhlumayo Area Ladysmith,62,Not achieved,,,Yes,,,,Yes,
274451,Gcinokuhle Clinic,KwaZulu-Natal Province,Harry Gwala District Municipality,Ubuhlebezwe Local Municipality,Clinic,Gov Province,-30.25745,30.10778,Mazabekweni Area Highflats,92,Platinum,,,Yes,,,,Yes,
694242,Gcumisa Clinic,KwaZulu-Natal Province,uMgungundlovu District Municipality,uMshwathi Local Municipality,Clinic,Gov Province,-29.51656,30.6938,no street address Swyimana,86,Gold,,N.J Hlongwane,Yes,,,,Yes,
264924,Gedleza Clinic,KwaZulu-Natal Province,Umkhanyakude District Municipality,Jozini Local Municipality,Clinic,Gov Province,-27.48288,32.21296,Ubombo,84,Gold,,M.R. Mvinjelwa,Yes,,,,Yes,
823551,Gingindlovu Clinic,KwaZulu-Natal Province,King Cetshwayo District Municipality,uMlalazi Local Municipality,Clinic,Gov Province,-29.0295,31.5874,CNR Mecuicinl CHC  Ngingingindlovu Eshowe,61,Not achieved,NONE,,Yes,,,,Yes,
687242,Crooke's Gateway Clinic,KwaZulu-Natal Province,Ugu District Municipality,Umdoni Local Municipality,Clinic,Gov Province,-30.289877,30.74435,no.1 Hospital Road Scottburgh,78,Silver,,,Yes,,,,Yes,
611106,Glen Earle Clinic,KwaZulu-Natal Province,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,Clinic,Gov Municipality,-29.7801,30.9794,260 John Dory drive Newlands East,80,Not achieved,NONE,,Yes,,,,Yes,
303124,Glenhills Clinic,KwaZulu-Natal Province,iLembe District Municipality,KwaDukuza Local Municipality,Clinic,Gov Province,-29.3379,31.2656,25 Mars Road Stanger,77,Silver,NONE,,Yes,,,,Yes,
226533,Glenridge Clinic,KwaZulu-Natal Province,Umzinyathi District Municipality,Endumeni Local Municipality,Clinic,Gov Province,-28.17563,30.14547,28 Schroeder Rd Glencoe,80,Silver,None,,Yes,,,,Yes,
312442,Gluckstadt Clinic,KwaZulu-Natal Province,Zululand District Municipality,AbaQulusi Local Municipality,Clinic,Gov Province,-27.97413,31.039209,Gelukstadt Road Vryheid,91,Platinum,NONE,,Yes,,,,Yes,
926442,Gomane Clinic,KwaZulu-Natal Province,uMgungundlovu District Municipality,Impendle Local Municipality,Clinic,Gov Province,-29.60519,29.86412,Mafahleni StreetImpendle Impendle,91,Platinum,,,Yes,,,,Yes,
179542,Goodwins Clinic,KwaZulu-Natal Province,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,Clinic,Gov Province,-29.736,30.9938,E942 sidiya kwamashu,59,Not achieved,goodwinsclinic@kznhealth.gov.za,,Yes,,,,Yes,
432315,Gowanlee Clinic,KwaZulu-Natal Province,Harry Gwala District Municipality,uMzimkhulu Local Municipality,Clinic,Gov Province,-30.34913,29.70247,Gowanlee Clinic Umzinto,68,Not achieved,NONE,,Yes,,,,Yes,
790551,Gqayinyanga Clinic,KwaZulu-Natal Province,Ugu District Municipality,Umzumbe Local Municipality,Clinic,Gov Province,-30.5707,30.4774,KwaHlongwa Area Umzumbe,88,Gold,,,Yes,,,,Yes,
708642,Gqumeni Clinic,KwaZulu-Natal Province,Harry Gwala District Municipality,Dr Nkosazana Dlamini Zuma Local Municipality,Clinic,Gov Province,-29.89345,29.74187,Gqumeni area BULWER,76,Silver,,,Yes,,,,Yes,
584215,Grange Clinic,KwaZulu-Natal Province,uMgungundlovu District Municipality,Msunduzi Local Municipality,Clinic,Gov Province,-29.64141,30.37256,45 White road Grange Pietermaritzburg,88,Gold,lorraine.chetty@msunduzi.gov.za,,Yes,,,,Yes,
222324,Greenock Clinic,KwaZulu-Natal Province,Amajuba District Municipality,Dannhauser Local Municipality,Clinic,Gov Province,-27.857,30.268785,Greenrock Farm Mncube Stand Osizweni,94,Platinum,,,Yes,,,,Yes,
282706,Greytown Gateway Clinic,KwaZulu-Natal Province,Umzinyathi District Municipality,Umvoti Local Municipality,Clinic,Gov Province,-29.0664,30.59935,Bell Street Greytown,83,Silver,sibongile.ximba@kznhealth.gov.za,,Yes,,,,Yes,
476124,Groenvlei Clinic,KwaZulu-Natal Province,Amajuba District Municipality,Emadlangeni Local Municipality,Clinic,Gov Province,-27.4526,30.21887,Utrecht,90,Gold,None,,Yes,,,,Yes,
493424,Groutville Clinic,KwaZulu-Natal Province,iLembe District Municipality,KwaDukuza Local Municipality,Clinic,Gov Province,-29.3914,31.2521,R102 old Main Road,78,Silver,groutvilleclinic@kznhealth.1gov.za,,Yes,,,,Yes,
917960,Grove End Clinic,KwaZulu-Natal Province,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,Clinic,Gov Municipality,-29.698,31.0244,68 Elfway Phoenix,75,Not achieved,,,Yes,,,,Yes,
728142,Gugwini Clinic,KwaZulu-Natal Province,Harry Gwala District Municipality,uMzimkhulu Local Municipality,Clinic,Gov Province,-30.49229,29.936599,Dressini A/A Harding,89,Gold,,,Yes,,,,Yes,
170115,Gunjana Clinic,KwaZulu-Natal Province,Umzinyathi District Municipality,Msinga Local Municipality,Clinic,Gov Province,-28.63701,30.33766,P281 Pomeroy,87,Gold,,,Yes,,,,Yes,
428024,Gunjaneni Clinic,KwaZulu-Natal Province,Umkhanyakude District Municipality,Mtubatuba Local Municipality,Clinic,Gov Province,-28.24497,32.08799,Gunjaneni Reserve Hlabisa,91,Platinum,,,Yes,,,,Yes,
288706,Gwala Clinic,KwaZulu-Natal Province,Harry Gwala District Municipality,Dr Nkosazana Dlamini Zuma Local Municipality,Clinic,Gov Province,-29.85734,29.79012,D1203 BULWER,49,Not achieved,,,Yes,,,,Yes,
304433,Gwaliweni Clinic,KwaZulu-Natal Province,Umkhanyakude District Municipality,Jozini Local Municipality,Clinic,Gov Province,-27.30708,31.97778,Ingwavuma,72,Not achieved,,Bongiwe Eunice Msane,Yes,,,,Yes,
766460,Gabriel Dichabe Clinic,Free State Province,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,Clinic,Gov Province,-29.114951,26.215271,83 Charles streetBloemfontein 9300 9300,68,Not achieved,,,Yes,,,,Yes,
611315,Gaongalelwe Clinic,Free State Province,Mangaung Metropolitan Municipality,Thaba N'chu Health sub-District,Clinic,Gov Province,-29.1683,26.801,Gaongalelwe Clinic Private Bag X707 Selosesha,83,Silver,,,Yes,,,,Yes,
167715,Geneva Clinic,Free State Province,Lejweleputswa District Municipality,Matjhabeng Local Municipality,Clinic,Gov Province,-27.8508,26.7484,8940 k9 kutlwanong,77,Silver,,,Yes,,,,Yes,
407215,Gadiboe Clinic,Northern Cape Province,John Taolo Gaetsewe District Municipality,Joe Morolong Local Municipality,Clinic,Gov Province,-27.0759,23.2944,House no. 59E Gadiboe,76,Not achieved,NONE,,Yes,,,,Yes,
567215,Galeshewe Day Hospital,Northern Cape Province,Frances Baard District Municipality,Sol Plaatje Local Municipality,Community Health Centre,Gov Province,-28.7277,24.747,Tyson Road Galeshewe,79,Silver,NONE,,Yes,,,,Yes,
784124,Ganspan Clinic,Northern Cape Province,Frances Baard District Municipality,Phokwane Local Municipality,Clinic,Gov Province,-27.9735,24.7676,Gert Lubbe Str. Jan Kempdorp,84,Gold,NONE,,Yes,,,,Yes,
214642,Gasehunelo Wyk 5 Clinic,Northern Cape Province,John Taolo Gaetsewe District Municipality,Joe Morolong Local Municipality,Clinic,Gov Province,-27.0957,23.5445,Kuruman,71,Not achieved,NONE,Sr. Seikaneng,Yes,,,,Yes,
647324,Glen Red Clinic,Northern Cape Province,John Taolo Gaetsewe District Municipality,Joe Morolong Local Municipality,Clinic,Gov Province,-26.972,23.9098,Glenred village Vryburg,0,0,NONE,,Yes,,,,Yes,
831406,Gothusamang Winter Maroro Clinic,Northern Cape Province,John Taolo Gaetsewe District Municipality,Joe Morolong Local Municipality,Clinic,Gov Province,-26.896244,23.512245,,76,Not achieved,,P. Moses,No,,,,Yes,
762515,Greenpoint Clinic,Northern Cape Province,Frances Baard District Municipality,Sol Plaatje Local Municipality,Clinic,Gov Province,-28.7801,24.7718,67 Dutch Reformed Rd Greenpoint Kimberley Greenpoi,69,Not achieved,NONE,,Yes,,,,Yes,
289506,Griekwastad (Helpmekaar) CHC,Northern Cape Province,Pixley ka Seme District Municipality,Siyancuma Local Municipality,Community Health Centre,Gov Province,-28.84331,23.25339,01 Moffat street Griekwastad,80,Silver,,,Yes,,,,Yes,
113951,Groblershoop CHC,Northern Cape Province,Zwelentlanga Fatman Mgcawu District Municipality,!Kheis Local Municipality,Community Health Centre,Gov Province,-28.8951,21.9809,Maritz st. 212 Groblershoop Upington,69,Not achieved,NONE,,Yes,,,,No,
304333,Madiba Clinic,Limpopo Province,Waterberg District Municipality,Mogalakwena Local Municipality,Clinic,Gov Province,-24.1565,28.98887,Block 5,66,Not achieved,,,Yes,,,,Yes,
852515,George Masebe Gateway Clinic,Limpopo Province,Waterberg District Municipality,Mogalakwena Local Municipality,Clinic,Gov Province,-23.8756,28.6936,NO. 2 Geyser  Street Mokopane,51,Not achieved,,RAMATHUBA PC,Yes,,,,No,
874560,Gideon Clinic,Limpopo Province,Capricorn District Municipality,Blouberg Local Municipality,Clinic,Gov Province,-22.901,28.6775,House No 1100 Madodonga Makhando,73,Not achieved,NONE,,Yes,,,,Yes,
885824,Giyani CHC,Limpopo Province,Mopani District Municipality,Greater Giyani Local Municipality,Community Health Centre,Gov Province,-23.312826,30.723032,next to giyani police barracks giyani,62,Not achieved,NONE,,Yes,,,,Yes,
650251,Goedentrou Clinic,Limpopo Province,Capricorn District Municipality,Blouberg Local Municipality,Clinic,Gov Province,-23.400849,28.912586,Matekereng NONE,88,Gold,NONE,,Yes,,,,Yes,
873815,Goedgedach Clinic,Limpopo Province,Sekhukhune District Municipality,Elias Motsoaledi Local Municipality,Clinic,Gov Province,-25.063228,29.716906,6A Tautes Street,84,Silver,,Groblersdale Clinic,Yes,,,,Yes,
281660,Goedgevonden Clinic,Limpopo Province,Capricorn District Municipality,Polokwane Local Municipality,Clinic,Gov Province,-23.6474,28.9311,Box 443 Matlala,89,Gold,,,Yes,,,,Yes,
346006,Gondeni Clinic,Limpopo Province,Vhembe District Municipality,Thulamela Local Municipality,Clinic,Gov Province,-22.91333,30.43733,,59,Not achieved,NONE,Kwinda N,Yes,,,,Yes,
834506,Grace Mugodeni CHC,Limpopo Province,Mopani District Municipality,Greater Tzaneen Local Municipality,Community Health Centre,Gov Province,-23.716532,30.436292,Mafarana village Letsitele,88,Gold,,Mawila K K,Yes,,,,Yes,
505715,Groblersdal Clinic,Limpopo Province,Sekhukhune District Municipality,Elias Motsoaledi Local Municipality,Clinic,Gov Province,-25.171103,29.39663,6A Tautes Street Groblersdal,87,Gold,,,Yes,,,,Yes,
827724,Grootdraai Clinic,Limpopo Province,Capricorn District Municipality,Blouberg Local Municipality,Clinic,Gov Province,-23.11758,28.70793,Matekereng,82,Silver,NONE,T.J. Moja,Yes,,,,Yes,
556551,Guyuni Clinic,Limpopo Province,Vhembe District Municipality,Thulamela Local Municipality,Clinic,Gov Province,-22.72694,30.47694,mutale,87,Gold,NONE,Kwinda N,Yes,,,,Yes,
